20260601 120800;30454;30455.25;30441.5;30442.75;1650
20260601 120900;30443.5;30448.75;30433.5;30435;1962
20260601 121000;30435.75;30441.25;30434;30434;1155
20260601 121100;30434;30444.25;30430.75;30439;1506
20260601 121200;30438.75;30447.75;30436.25;30446.25;940
20260601 121300;30446.5;30448;30428.75;30435.75;1431
20260601 121400;30436.25;30437;30423.5;30427.75;1494
20260601 121500;30427.25;30431.25;30418.75;30423.25;1637
20260601 121600;30423;30430;30421.25;30422;1146
20260601 121700;30421.75;30435.5;30421.5;30428.25;1132
20260601 121800;30428;30436.25;30423.25;30432.5;746
20260601 121900;30433.5;30434.75;30415;30424.75;2688
20260601 122000;30425;30433.75;30422.75;30432.5;787
20260601 122100;30432.25;30444;30430.25;30439.5;1484
20260601 122200;30439.5;30444;30434.75;30442.25;969
20260601 122300;30442.25;30442.5;30433.25;30437.5;592
20260601 122400;30438;30443.75;30437;30443;491
20260601 122500;30442.75;30449.75;30442.75;30446.5;1305
20260601 122600;30447.25;30458.75;30445;30458;1733
20260601 122700;30458;30459;30453;30457;1097
20260601 122800;30457;30458.5;30451.5;30456.5;786
20260601 122900;30456;30456;30449.25;30453.75;653
20260601 123000;30454.75;30455.25;30448.5;30450.5;633
20260601 123100;30449.75;30451.5;30440.25;30441;1284
20260601 123200;30440.75;30444.5;30437.75;30443.75;744
20260601 123300;30443.5;30456;30441;30450.5;1354
20260601 123400;30450.75;30453.25;30435.75;30437.5;1237
20260601 123500;30437.5;30445.5;30433.25;30444.5;1316
